RegDate,first_Name,last_Name,Email_Address,HomePhone,Street,City,State,Zipcode
1/21/2009 16:05:00,samuel,carpenter,wsmanley@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:06:00,meredith,lochner,mosheridan@jumpstartlab.com,6103340000,4400 Massachusetts Ave NW,washington,dc,20016
1/21/2009 16:09:00,james,doe,nlhneenampudiyay@jumpstartlab.com,2674674000,4400 Massachusetts Ave NW,washington,dc,20016
1/21/2009 16:09:00,josh,evarts,bnaci@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:10:00,alicia,veysey,cyaen1.arnold@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:13:00,grant,le,xlielke@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:14:00,mayrah,hecht,htcmseac@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:16:00,jessica,mellen,egm118@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:18:00,jamie3,crutcher,ssckereg@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:23:00,kelsy,weitner,bxBurdiss@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:25:00,ashley,vandeputte,owzapf@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:27:00,meaghan,cunningham,njompsonswartz@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:29:00,natalie,otukoya,kq454969@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:31:00,alicia,weisberg,nuagnoni@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:32:00,olivia,costa,blsmith@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:34:00,winslow,hanson,cvtrohmayer@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:36:00,leah,ayers,vjstevens_2010@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:38:00,meagan,siegel,ifhirih.alia@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:40:00,alexandra,jenkins,kxnlop316@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:42:00,jesse,farrell,iwee@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:44:00,adam,zimmerman,jal08d@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:45:00,abigail,keith,qinder.buitelaar@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:47:00,kayla,stevens,vda2@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:49:00,jane,green,cmohan3@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:51:00,ashley,tourneville,wcbutler@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:52:00,chelsea,gaudin,maitenz@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 16:54:00,jordan,indvik,mbraele@jumpstartlab.com,3016545000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/21/2009 20:20:00,julia,hatcher,uyliott@jumpstartlab.com,5514865000,"1804 Kilbourne Pl NW,",washington,dc,20010
1/21/2009 22:39:00,vanessa,beckman,leerry.finkel@jumpstartlab.com,9134063000,"620 21st Street, NW, #201",washington,dc,66209
1/21/2009 22:47:00,matthew,gibbs,gxskag08@jumpstartlab.com,2023860000,2222 Eye Street,washington,dc,20052
1/21/2009 22:50:00,karson,dowd,klotazewell@jumpstartlab.com,3472072000,"2222 Eye Street, NW, #303",washington,dc,20052
1/21/2009 22:52:00,kimberly,furey,jqayes25@jumpstartlab.com,6022913000,"950 24th St, NW, #816",washington,dc,20052
1/21/2009 22:56:00,kate,wojtalewicz,pfdasamc@jumpstartlab.com,4135393000,"950 24th St, NW, #413",washington,dc,20052
1/21/2009 23:00:00,rachel,milem,vvurphy3@jumpstartlab.com,3303889000,"2021 F Street, NW, #921",washington,dc,20052
1/21/2009 23:05:00,cress,schafer,sodolgin@jumpstartlab.com,0000000000,"620 21st Street, NW",washington,dc,20052
1/21/2009 23:08:00,molly,jackson,ofdaroman@jumpstartlab.com,5049947000,"950 24th St, NW, #1108",washington,dc,20052
1/21/2009 23:11:00,vanessa,dawson,casusanrubin@jumpstartlab.com,8025982000,"950 24th St, NW, #816",washington,dc,20052
1/21/2009 23:13:00,raymond,vyas,gwdela10@jumpstartlab.com,8604784000,"2222 Eye Street, NW, #302",washington,dc,20052
1/21/2009 23:46:00,christian,nelson,vkchel.neuschatz@jumpstartlab.com,2019191000,"2031 F Street, NW",washington,dc,20052
1/22/2009 8:16:00,roxanna,mellace,lvarnswo@jumpstartlab.com,7733302000,"1723 Webster St, NW",washington,dc,00000
1/23/2009 13:03:00,brian,zipin,wwshaw@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 13:36:00,lacey,tran,whsouza@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 13:40:00,allyson,mccole,ixlmeida@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 13:43:00,elizabeth,lenhart,xwmmerlek@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 13:45:00,kelsey,walters,hctthew.kramer@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 13:47:00,einer,sorenson,sxafcook@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 13:50:00,lucia,rojas,hlujaeagles@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 13:54:00,lauren,kent,epygrl7@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 13:56:00,kim,lobue,tclpert@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 14:01:00,paula,rowe,ggbin.averbeck@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 14:02:00,amanda,flanagan,rrnka@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 14:05:00,rachel,mack,kjaru@jumpstartlab.com,3013127000,"3825 Wisconsin Avenue, NW",washington,dc,20016
1/23/2009 14:07:00,annelies,vig,orrek.j.roy@jumpstartlab.com,3013127000,http://410woman.googlepages.com,washington,dc,20016
1/24/2009 22:01:00,christi,two,xdolec1@jumpstartlab.com,2023027000,3003 Van Ness St. NW #S606,washington,dc,20008
1/25/2009 23:14:00,david,francom redstone,el69703@jumpstartlab.com,3607903000,2223 H St NW,washington,dc,20052
1/26/2009 12:52:00,kyle,melas,mbduan08@jumpstartlab.com,3107798000,1409 37th St. NW,washington,dc,20007
1/26/2009 20:52:00,julie,doe,hcilson@jumpstartlab.com,2403937000,1620 Argonne Place N.W.,washington,dc,20009
1/26/2009 22:18:00,rosemary,hileman,rapsherryx3@jumpstartlab.com,7033890000,4110 14th St. NW,washington,dc,20011
1/26/2009 22:22:00,maura,viglietta,updkinss@jumpstartlab.com,9174074000,4110 14th St. NW,washington,dc,20011
1/27/2009 0:36:00,allison,dolkart,ieim19@jumpstartlab.com,6073466000,2021 F Street NW,washington,dc,20052
1/27/2009 10:44:00,mary,ther,hobdul27@jumpstartlab.com,2024942000,1858 California St. NW #41,washington,dc,20009
1/27/2009 10:48:00,sasha,reilly,faomas.Berlangera@jumpstartlab.com,7068322000,1928 38th ST NW,washington,dc,20007
1/27/2009 13:37:00,catherine,varlese,gusonsm@jumpstartlab.com,5106577000,800 florida ave ne #1224,washington,dc,20002
1/28/2009 11:16:00,elizabeth,garlick,vnisha_pavao@jumpstartlab.com,2023192000,"702 H St NW, Ste 300",washington,dc,20001
1/28/2009 11:20:00,sally,carey,apu.brazell@jumpstartlab.com,2023192000,"702 H St NW, Ste 300",washington,dc,20001
1/29/2009 12:08:00,melissa,frys,ab136507@jumpstartlab.com,5418684000,1302 36th St NW,washington,dc,20007
1/29/2009 13:33:00,tamer,deveau,wgurns4@jumpstartlab.com,2029975000,1718 21st Street NW,washington,dc,20009
1/29/2009 16:53:00,lisa,davis,hg@jumpstartlab.com,3016754000,4461 Westover Place,washington,dc,20016
1/29/2009 18:04:00,ansally,pfeiffer,pltanich@jumpstartlab.com,9083074000,"2124 Eye St NW, West End #506",washington,dc,20052
1/29/2009 18:39:00,nathalie,oblisk,ryaole@jumpstartlab.com,4433866000,"2350 H St NW, New Hall 707",washington,dc,20052
1/29/2009 18:43:00,leslye,fong,xksonVates@jumpstartlab.com,7183088000,"2119 H St NW, Crawford #210",washington,dc,20052
1/29/2009 18:46:00,wesley,aroneanu,efraguza@jumpstartlab.com,9086723000,"2021 F St NW, Potomac #1006",washington,dc,20052
1/29/2009 18:50:00,anita,singh,xjlomo68@jumpstartlab.com,4407259000,"1900 F St NW, Thurston #221",washington,dc,20052
1/29/2009 18:56:00,stephen,oheim,kuack@jumpstartlab.com,4103020000,"1900 F St NW, Thurston #418",washington,dc,20052
1/29/2009 22:01:00,ivey,albeck,bxll13@jumpstartlab.com,6035627000,"4425 Reno Road, NW",washington,dc,20008
1/30/2009 10:37:00,alison,england,wlutko@jumpstartlab.com,5084046000,1673 Columbia Rd. NW Apt. 400,washington,dc,20009
1/30/2009 14:16:00,maria,amster,ckongwer@jumpstartlab.com,0000000000,155 Indian Avenue,lawrence,dc,66046
1/30/2009 14:29:00,annelise,tsuji,hrchaelaraman@jumpstartlab.com,0000000000,235 2nd St NE,washington,dc,20002
1/30/2009 14:44:00,megan,arene-morley,fhanchan@jumpstartlab.com,2022977000,37th and O Streets NW,washington,dc,20057
1/31/2009 8:55:00,chris,doane,kpilch1@jumpstartlab.com,9187069000,Copley G17 Box 573539 Georgetown University,washington,dc,20057
1/31/2009 13:14:00,molly,saretzky,vcsh7444@jumpstartlab.com,2023862000,"2022 15th Street, NW",washington,dc,20009
1/31/2009 13:19:00,skye,bulis,hecameri@jumpstartlab.com,2022138000,"1500 Massachusetts Ave, #546",washington,dc,20005
1/31/2009 15:53:00,matthew,hutton,ydwittig@jumpstartlab.com,8452249000,"512 McCarthy Hall, Georgetown University",washington,dc,20057
1/31/2009 16:45:00,rei,doe,fuusso@jumpstartlab.com,8452249000,Box 573757,washington,dc,20057
1/31/2009 17:26:00,monica,cormia,ksf_hellerla@jumpstartlab.com,5163840000,"Georgetown University, Village A F206",washington,dc,20057
1/31/2009 21:44:00,david,larsson,cwtchell67@jumpstartlab.com,5176554000,1608 Rhode Island Ave NW,washington,dc,00000
1/31/2009 23:02:00,kimberly,sikes,er00168456@jumpstartlab.com,2022561000,3626 T St,washington,dc,20007
2/1/2009 2:36:00,stephanie,miller,put.springer@jumpstartlab.com,2024685000,3636 T St. NW,washington,dc,20007
2/1/2009 12:54:00,cara,roe,ijurf@jumpstartlab.com,6175296000,"736 22nd St NW, Room 706",washington,dc,20052
2/1/2009 13:06:00,joe,vernon,xkmes.p.gilchrist@jumpstartlab.com,7209348000,3636 T St. NW,washington,dc,20007
2/1/2009 13:35:00,jamie,schreck,jdeley11@jumpstartlab.com,3303042000,1515 3rd St. NW,washington,dc,20001
2/1/2009 14:09:00,kristen,lancaster,xuller@jumpstartlab.com,2604600000,"1255 New Hampshire Ave NW, Apt 108",washington,dc,20036
2/1/2009 14:41:00,kasey,smith,yochellejcoker@jumpstartlab.com,2025880000,1727 Massachusetts Ave NW,washington,dc,20036
2/1/2009 14:57:00,rufio,light,itristinalouisebell@jumpstartlab.com,4156997000,1608 Rhode Island Ave,washington dc,dc,20036
2/1/2009 15:29:00,ethan,chang,hhhn.walker@jumpstartlab.com,5106101000,"1608 Rhode Island Ave, NW",washington,dc,20036
2/1/2009 15:32:00,jason,costantino,efochner@jumpstartlab.com,6268406000,"1608 Rhode Island Ave, NW",washington,dc,20036
2/1/2009 15:37:00,dan,bryant,eyrzipan@jumpstartlab.com,5104527000,"1608 Rhode Island Ave, NW",washington,dc,20036
2/1/2009 15:44:00,john,zeller,eyudartj@jumpstartlab.com,8057662000,"1608 Rhode Island Ave, NW",washington,dc,20036
2/1/2009 17:59:00,ellen,graham,bkorris@jumpstartlab.com,2026579000,58 Bryant Street NW,washington,dc,20001
2/1/2009 18:30:00,miranda,lee tan,bbeyward09@jumpstartlab.com,2025467000,2531 Q St. NW Apt. 205,washington,dc,20007
2/1/2009 19:13:00,kelly,oldershaw,rlandros@jumpstartlab.com,5177127000,"Harbin 726, Georgetown University",washington,dc,20057
2/1/2009 19:13:00,nancy,davis,weey.wohlfeld@jumpstartlab.com,8452249000,Box 574262 Georgetown University,washington,dc,04262
2/1/2009 19:31:00,charles,gray,qdrikyassien@jumpstartlab.com,5033802000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 19:36:00,molly,kraft,qncarter@jumpstartlab.com,6174808000,"2000 N Street, NW",washington,dc,20036
2/1/2009 19:37:00,jill,futterman,dprent08@jumpstartlab.com,5033802000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 19:42:00,dominique,rasmussen,gaffey@jumpstartlab.com,8599485000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 19:46:00,jeanna,de soto,kce.chadcarson+4@jumpstartlab.com,2062618000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 19:49:00,mackenzie,davila,nmkokal@jumpstartlab.com,5417608000,4400 Massachusetts Avenue,washington,dc,00000
2/1/2009 19:56:00,holly,mcloughlin,if338@jumpstartlab.com,5417608000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 19:59:00,kelsey,wadsworth,cmartzel@jumpstartlab.com,9495478000,901 6th St. SW Apt 414A,washington,dc,20024
2/1/2009 20:00:00,aaron,cappelli,mwgan.foster@jumpstartlab.com,6103248000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:03:00,jennifer,wichman,vehns1jm@jumpstartlab.com,5032587000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:07:00,dan,schwaller,tfpomeroy@jumpstartlab.com,4158470000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:11:00,jorge,kagan,utrtjp@jumpstartlab.com,4106520000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:14:00,perry,shillingford,sryers@jumpstartlab.com,9788558000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:19:00,sam,kneidinger,pskiha@jumpstartlab.com,5055630000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:20:00,lauren,elion,phya_godwin@jumpstartlab.com,6265985000,"901 6th St. SW, Apt 414A",washington,dc,20024
2/1/2009 20:23:00,vanessa,dube,kmbrink08@jumpstartlab.com,4044886000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:27:00,kelley,boyyyyy,qswolf@jumpstartlab.com,2028851000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:30:00,chris,edge,pcickers@jumpstartlab.com,5039988000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:30:00,ryan,shearer,hollins.756@jumpstartlab.com,6262906000,901 6th St. SW Apt 414A,washington,dc,20024
2/1/2009 20:34:00,teen,powers,ren@jumpstartlab.com,7098292000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:36:00,alicia,krautheim,vnrossm2@jumpstartlab.com,2702821000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:38:00,troy,seithers,vtottc@jumpstartlab.com,7176693000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:43:00,ileana,meyer,slnny.woldorf@jumpstartlab.com,7098292000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:50:00,breena,ghaelian,ugyer20n@jumpstartlab.com,6503036000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 20:59:00,lindsay,betancourt,fkll11@jumpstartlab.com,2028823000,1507 Gallatin Street NW,"washington, dc",dc,20011
2/1/2009 21:01:00,praween,green,yswwwwwwwwww@jumpstartlab.com,4437894000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:04:00,lisa,gallenstein,qas6240@jumpstartlab.com,6155127000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:08:00,david,cardinal,ptodallm@jumpstartlab.com,4126137000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:12:00,paul,davison,wcll16@jumpstartlab.com,3052835000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:15:00,x,gasparek,qr8602a@jumpstartlab.com,6102954000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:18:00,blaine,gandi,ptbatebob@jumpstartlab.com,6097130000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:21:00,connie,swartwood,btndguage@jumpstartlab.com,5169967000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:25:00,leila,bischoff,mkoodman@jumpstartlab.com,7814240000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:28:00,winter,parvaz,knllyhorak@jumpstartlab.com,8178747000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:29:00,cameron,bhalsod,eoawrence2@jumpstartlab.com,7173397000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:31:00,laura,phillips,xgarotzky@jumpstartlab.com,6035628000,1217 Franklin St NE,washington,dc,20017
2/1/2009 21:36:00,boris,mostow,rcrdos12@jumpstartlab.com,6312415000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:41:00,astrid,peffier,alcoolfool@jumpstartlab.com,4015788000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:44:00,erica,duval,uasample@jumpstartlab.com,6364899000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:46:00,lubaba,geisinger,pqchellefwebb@jumpstartlab.com,5082544000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:54:00,ashley,kubica,pldrew.mariotti@jumpstartlab.com,7814796000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 21:58:00,adrienne,lutch,bmalprin@jumpstartlab.com,6108585000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 22:02:00,cody,doe,tkstressneko.lily@jumpstartlab.com,7047378000,4400 Massachusetts Avenue,washington,dc,20016
2/1/2009 22:04:00,finn,gloster,end211@jumpstartlab.com,4846537000,4400 Massachusetts Avenue,washington,dc,20016
